time,load,Pd,Qd
3094,1350.0,LOAD10,125.0,-2.5649
3095,1350.0,LOAD14,584.0,-31.3734
3096,1350.0,LOAD15,56.0,-1.6018
3097,1350.0,LOAD22,24.0,-1.528
3098,1350.0,LOAD7,389.0,21.0745
3099,1350.0,LOAD16,2317.0,-34.0502
3100,1350.0,LOAD20,531.0,-27.4084
3101,1350.0,LOAD5,1351.0,511.7329
3102,1350.0,LOAD12,23.0,-4.4436
3103,1350.0,LOAD18,198.0,164.4789
3104,1350.0,LOAD21,713.0,18.8734
3105,1360.0,LOAD4,219.0,-34.1728
3106,1360.0,LOAD16,2476.0,167.6889
3107,1360.0,LOAD23,613.0,-11.6753
3108,1360.0,LOAD5,1185.0,488.6291
3109,1360.0,LOAD14,647.0,-19.9831
3110,1360.0,LOAD19,61.0,-0.46184
3111,1360.0,LOAD3,23.0,-4.0505
3112,1360.0,LOAD17,46.0,-1.9949
3113,1360.0,LOAD1,46.0,-1.9949
3114,1360.0,LOAD13,1195.0,184.0437
3115,1360.0,LOAD10,125.0,-2.5649
3116,1360.0,LOAD15,56.0,-1.6018
3117,1360.0,LOAD8,2547.0,-23.5548
3118,1360.0,LOAD7,417.0,26.5418
3119,1360.0,LOAD20,575.0,-27.4084
3120,1360.0,LOAD21,618.0,21.6071
3121,1360.0,LOAD2,53.0,-0.46184
3122,1360.0,LOAD12,23.0,-4.4436
3123,1360.0,LOAD22,24.0,-1.528
3124,1360.0,LOAD9,548.0,201.3223
3125,1360.0,LOAD11,1426.0,433.6309
3126,1360.0,LOAD18,327.0,164.4789
3127,1360.0,LOAD6,24.0,-1.6361
3128,1370.0,LOAD10,125.0,-2.5649
3129,1370.0,LOAD2,53.0,-0.46184
3130,1370.0,LOAD14,887.0,163.9784
3131,1370.0,LOAD18,495.0,164.4789
3132,1370.0,LOAD4,22.0,-2.2799
3133,1370.0,LOAD12,23.0,-4.4436
3134,1370.0,LOAD8,2403.0,-23.5548
3135,1370.0,LOAD19,61.0,-0.46184
3136,1370.0,LOAD3,193.0,211.0823
3137,1370.0,LOAD17,46.0,-1.9949
3138,1370.0,LOAD15,56.0,-1.6018
3139,1370.0,LOAD6,24.0,-1.6361
3140,1370.0,LOAD21,469.0,-8.9233
3141,1370.0,LOAD20,376.0,-45.2018
3142,1370.0,LOAD22,24.0,-1.528
3143,1370.0,LOAD9,390.0,-18.2643
3144,1370.0,LOAD11,1714.0,433.6309
3145,1370.0,LOAD7,415.0,21.0745
3146,1370.0,LOAD1,46.0,-1.9949
3147,1370.0,LOAD5,905.0,7.7442
3148,1370.0,LOAD23,671.0,-38.1009
3149,1370.0,LOAD16,2386.0,176.8011
3150,1370.0,LOAD13,4679.61,189.5111
3151,1380.0,LOAD22,124.0,125.0207
3152,1380.0,LOAD8,2403.0,-23.5548
3153,1380.0,LOAD6,24.0,-1.6361
3154,1380.0,LOAD10,325.0,250.5325
3155,1380.0,LOAD3,193.0,211.0823
3156,1380.0,LOAD14,150.0,144.9211
3157,1380.0,LOAD21,621.0,162.7774
3158,1380.0,LOAD20,397.0,-16.4736
3159,1380.0,LOAD5,999.0,-1.2783
3160,1380.0,LOAD4,22.0,-2.2799
3161,1380.0,LOAD17,46.0,-1.9949
3162,1380.0,LOAD23,696.0,-38.1009
3163,1380.0,LOAD19,61.0,-0.46184
3164,1380.0,LOAD2,53.0,-0.46184
3165,1380.0,LOAD13,4543.61,-23.9015
3166,1380.0,LOAD12,23.0,-4.4436
3167,1380.0,LOAD9,465.0,-23.7317
3168,1380.0,LOAD18,565.0,164.4789
3169,1380.0,LOAD1,46.0,-1.9949
3170,1380.0,LOAD16,2398.0,189.5583
3171,1380.0,LOAD11,640.0,23.5788
3172,1380.0,LOAD7,418.0,6.405
3173,1380.0,LOAD15,56.0,-1.6018
3174,1390.0,LOAD2,53.0,-0.46184
3175,1390.0,LOAD4,22.0,-2.2799
3176,1390.0,LOAD19,221.0,202.016
3177,1390.0,LOAD20,357.0,-16.4736
3178,1390.0,LOAD22,124.0,125.0207
3179,1390.0,LOAD7,23.0,-1.528
3180,1390.0,LOAD12,23.0,-4.4436
3181,1390.0,LOAD1,46.0,-1.9949
3182,1390.0,LOAD17,46.0,-1.9949
3183,1390.0,LOAD18,610.0,211.5361
3184,1390.0,LOAD5,999.0,-1.2783
3185,1390.0,LOAD11,640.0,23.5788
3186,1390.0,LOAD9,495.0,-23.7317
3187,1390.0,LOAD13,4183.61,-23.9015
3188,1390.0,LOAD10,325.0,250.5325
3189,1390.0,LOAD8,2361.0,-18.0875
3190,1390.0,LOAD21,860.0,395.3302
3191,1390.0,LOAD3,23.0,-4.0505
3192,1390.0,LOAD14,150.0,144.9211
3193,1390.0,LOAD16,399.5,-56.8469
3194,1390.0,LOAD6,204.0,226.1515
3195,1390.0,LOAD23,49.0,-0.28498
3196,1390.0,LOAD15,236.0,226.1858
3197,1400.0,LOAD14,150.0,144.9211
3198,1400.0,LOAD11,518.0,18.3066
3199,1400.0,LOAD7,23.0,-1.528
3200,1400.0,LOAD23,49.0,-0.28498
3201,1400.0,LOAD16,397.0,-28.4104
3202,1400.0,LOAD4,22.0,-2.2799
3203,1400.0,LOAD5,1023.0,-23.1477
3204,1400.0,LOAD3,23.0,-4.0505
3205,1400.0,LOAD12,203.0,223.344
3206,1400.0,LOAD1,46.0,-1.9949
3207,1400.0,LOAD9,453.0,-18.2643
3208,1400.0,LOAD18,838.0,207.2613
3209,1400.0,LOAD19,221.0,202.016
3210,1400.0,LOAD20,697.0,198.6591
3211,1400.0,LOAD22,124.0,125.0207
3212,1400.0,LOAD6,204.0,226.1515
3213,1400.0,LOAD10,325.0,250.5325
3214,1400.0,LOAD17,46.0,-1.9949
3215,1400.0,LOAD8,2525.0,-18.0875
3216,1400.0,LOAD2,53.0,-0.46184
3217,1400.0,LOAD21,847.0,224.085
3218,1400.0,LOAD13,4147.61,-30.2801
3219,1400.0,LOAD15,236.0,226.1858
3220,1410.0,LOAD9,377.0,-6.874
3221,1410.0,LOAD5,937.0,-55.0153
3222,1410.0,LOAD11,725.0,9.3668
3223,1410.0,LOAD6,24.0,-1.6361
3224,1410.0,LOAD15,236.0,226.1858
3225,1410.0,LOAD3,23.0,-4.0505
3226,1410.0,LOAD23,49.0,-0.28498
3227,1410.0,LOAD21,844.0,229.2147
3228,1410.0,LOAD4,22.0,-2.2799
3229,1410.0,LOAD17,46.0,-1.9949
3230,1410.0,LOAD22,124.0,125.0207
3231,1410.0,LOAD20,725.0,204.1265
3232,1410.0,LOAD7,23.0,-1.528
3233,1410.0,LOAD16,344.0,-1.9849
3234,1410.0,LOAD1,46.0,-1.9949
3235,1410.0,LOAD19,241.0,227.3258
3236,1410.0,LOAD2,213.0,202.016
3237,1410.0,LOAD8,2500.0,-6.6971
3238,1410.0,LOAD13,586.0,-24.4379
3239,1410.0,LOAD10,325.0,250.5325
3240,1410.0,LOAD18,1073.0,291.2202
3241,1410.0,LOAD14,150.0,144.9211
3242,1410.0,LOAD12,203.0,223.344
3243,1420.0,LOAD9,3754.24,-1.8868
3244,1420.0,LOAD18,743.0,203.699
3245,1420.0,LOAD20,605.0,204.1265
3246,1420.0,LOAD5,657.0,-55.0153
3247,1420.0,LOAD10,125.0,-2.5649
3248,1420.0,LOAD17,226.0,225.7927
3249,1420.0,LOAD21,15.0,-0.60433
3250,1420.0,LOAD11,41.0,-1.4936
3251,1420.0,LOAD6,24.0,-1.6361
3252,1420.0,LOAD8,2199.0,174.8883
3253,1420.0,LOAD15,236.0,226.1858
3254,1420.0,LOAD13,43.0,-2.4224
3255,1420.0,LOAD22,124.0,125.0207
3256,1420.0,LOAD4,22.0,-2.2799
3257,1420.0,LOAD7,23.0,-1.528
3258,1420.0,LOAD1,226.0,225.7927
3259,1420.0,LOAD2,213.0,202.016
3260,1420.0,LOAD3,23.0,-4.0505
3261,1420.0,LOAD23,249.0,252.8124
3262,1420.0,LOAD19,241.0,227.3258
3263,1420.0,LOAD14,30.0,-6.9373
3264,1420.0,LOAD16,479.0,4.8493
3265,1420.0,LOAD12,23.0,-4.4436
3266,1430.0,LOAD17,226.0,225.7927
3267,1430.0,LOAD14,30.0,-6.9373
3268,1430.0,LOAD19,241.0,227.3258
3269,1430.0,LOAD22,124.0,125.0207
3270,1430.0,LOAD23,249.0,252.8124
3271,1430.0,LOAD6,24.0,-1.6361
3272,1430.0,LOAD2,313.0,328.5647
3273,1430.0,LOAD8,2199.0,174.8883
3274,1430.0,LOAD13,43.0,-2.4224
3275,1430.0,LOAD5,451.0,-3.6635
3276,1430.0,LOAD3,23.0,-4.0505
3277,1430.0,LOAD12,23.0,-4.4436
3278,1430.0,LOAD21,15.0,-0.60433
3279,1430.0,LOAD15,236.0,226.1858
3280,1430.0,LOAD1,226.0,225.7927
3281,1430.0,LOAD11,201.0,200.9842
3282,1430.0,LOAD7,23.0,-1.528
3283,1430.0,LOAD10,275.0,187.2582
3284,1430.0,LOAD18,444.0,-11.4337
3285,1430.0,LOAD4,22.0,-2.2799
3286,1430.0,LOAD9,68.0,-1.8868
3287,1430.0,LOAD16,354.0,16.2397
3288,1430.0,LOAD20,495.0,-11.0063
3289,1440.0,LOAD3,23.0,-4.0505
3290,1440.0,LOAD13,43.0,-2.4224
3291,1440.0,LOAD18,544.0,-11.4337
3292,1440.0,LOAD17,226.0,225.7927
3293,1440.0,LOAD12,23.0,-4.4436
3294,1440.0,LOAD14,30.0,-6.9373
3295,1440.0,LOAD16,316.0,16.2397
3296,1440.0,LOAD23,249.0,252.8124
3297,1440.0,LOAD15,56.0,-1.6018
3298,1440.0,LOAD11,201.0,200.9842
3299,1440.0,LOAD20,371.0,-19.5558
3300,1440.0,LOAD6,24.0,-1.6361
3301,1440.0,LOAD1,226.0,225.7927
3302,1440.0,LOAD8,2199.0,174.8883
3303,1440.0,LOAD2,313.0,328.5647
3304,1440.0,LOAD22,24.0,-1.528
3305,1440.0,LOAD4,212.0,238.1626
3306,1440.0,LOAD9,68.0,-1.8868
3307,1440.0,LOAD19,241.0,227.3258
3308,1440.0,LOAD21,15.0,-0.60433
3309,1440.0,LOAD7,23.0,-1.528
3310,1440.0,LOAD10,275.0,187.2582
3311,1440.0,LOAD5,825.0,-26.4442
