time,load,Pd,Qd
1280,560.0,LOAD15,1029.0,393.8635
1281,560.0,LOAD9,198.0,225.9009
1282,560.0,LOAD7,23.0,-1.528
1283,560.0,LOAD20,440.0,-6.0998
1284,560.0,LOAD12,17.0,-1.7099
1285,560.0,LOAD17,1259.0,-55.6256
1286,560.0,LOAD2,3109.0,356.4124
1287,560.0,LOAD10,323.0,-18.8263
1288,570.0,LOAD3,4441.0,1040.1527
1289,570.0,LOAD7,23.0,-1.528
1290,570.0,LOAD10,303.0,-18.8263
1291,570.0,LOAD12,17.0,-1.7099
1292,570.0,LOAD17,1447.0,-50.1583
1293,570.0,LOAD2,2822.0,364.5344
1294,570.0,LOAD13,18.0,-2.4224
1295,570.0,LOAD16,173.0,-9.1328
1296,570.0,LOAD9,198.0,225.9009
1297,570.0,LOAD18,8.0,-0.034361
1298,570.0,LOAD8,2429.0,-47.5898
1299,570.0,LOAD22,2415.0,401.1019
1300,570.0,LOAD23,409.0,-0.28498
1301,570.0,LOAD6,332.0,16.8605
1302,570.0,LOAD15,116.0,43.9596
1303,570.0,LOAD21,1774.0,195.495
1304,570.0,LOAD4,212.0,238.1626
1305,570.0,LOAD5,817.0,30.8488
1306,570.0,LOAD19,542.0,-13.9986
1307,570.0,LOAD1,1447.0,-50.1583
1308,570.0,LOAD14,15.0,-0.10308
1309,570.0,LOAD11,21.0,-1.4936
1310,570.0,LOAD20,313.0,-2.9105
1311,580.0,LOAD1,2663.0,-11.1072
1312,580.0,LOAD18,8.0,-0.034361
1313,580.0,LOAD11,21.0,-1.4936
1314,580.0,LOAD6,24.0,-1.6361
1315,580.0,LOAD7,23.0,-1.528
1316,580.0,LOAD19,592.0,-13.9986
1317,580.0,LOAD21,578.0,195.495
1318,580.0,LOAD4,212.0,238.1626
1319,580.0,LOAD10,503.0,-16.5482
1320,580.0,LOAD14,15.0,-0.10308
1321,580.0,LOAD5,390.0,33.1269
1322,580.0,LOAD15,116.0,43.9596
1323,580.0,LOAD8,2644.0,-61.1266
1324,580.0,LOAD20,253.0,-2.9105
1325,580.0,LOAD3,2387.0,1033.598
1326,580.0,LOAD23,799.0,230.0317
1327,580.0,LOAD12,197.0,226.0777
1328,580.0,LOAD9,198.0,225.9009
1329,580.0,LOAD13,3758.61,200.0555
1330,580.0,LOAD16,411.0,-74.2068
1331,580.0,LOAD22,2402.0,453.9531
1332,580.0,LOAD2,4803.0,1185.0812
1333,580.0,LOAD17,2663.0,-11.1072
1334,590.0,LOAD18,8.0,-0.034361
1335,590.0,LOAD20,41.0,-2.9105
1336,590.0,LOAD10,626.0,-31.2249
1337,590.0,LOAD1,1361.0,402.1342
1338,590.0,LOAD13,178.0,200.0555
1339,590.0,LOAD17,1361.0,402.1342
1340,590.0,LOAD6,24.0,-1.6361
1341,590.0,LOAD23,879.0,230.0317
1342,590.0,LOAD5,390.0,33.1269
1343,590.0,LOAD11,21.0,-1.4936
1344,590.0,LOAD2,4753.0,1185.0812
1345,590.0,LOAD19,2554.0,-8.5839
1346,590.0,LOAD3,361.0,-15.3074
1347,590.0,LOAD12,197.0,226.0777
1348,590.0,LOAD16,352.0,-36.4696
1349,590.0,LOAD8,4537.0,-42.1224
1350,590.0,LOAD21,754.0,190.3652
1351,590.0,LOAD15,116.0,43.9596
1352,590.0,LOAD4,22.0,-2.2799
1353,590.0,LOAD14,15.0,-0.10308
1354,590.0,LOAD7,23.0,-1.528
1355,590.0,LOAD22,2695.0,453.9531
1356,590.0,LOAD9,18.0,-1.8868
1357,600.0,LOAD15,316.0,135.0823
1358,600.0,LOAD22,2411.0,332.8718
1359,600.0,LOAD17,1375.0,396.9501
1360,600.0,LOAD9,18.0,-1.8868
1361,600.0,LOAD3,336.0,-15.3074
1362,600.0,LOAD2,2346.0,-5.9292
1363,600.0,LOAD16,342.0,-9.1328
1364,600.0,LOAD12,291.0,196.9185
1365,600.0,LOAD13,178.0,200.0555
1366,600.0,LOAD20,41.0,-2.9105
1367,600.0,LOAD19,1412.0,401.4682
1368,600.0,LOAD23,759.0,230.0317
1369,600.0,LOAD14,15.0,-0.10308
1370,600.0,LOAD11,21.0,-1.4936
1371,600.0,LOAD7,23.0,-1.528
1372,600.0,LOAD10,1392.0,332.3546
1373,600.0,LOAD1,1375.0,396.9501
1374,600.0,LOAD6,24.0,-1.6361
1375,600.0,LOAD21,892.0,165.9667
1376,600.0,LOAD8,4407.0,-19.3418
1377,600.0,LOAD18,8.0,-0.034361
1378,600.0,LOAD5,550.0,286.2242
1379,600.0,LOAD4,22.0,-2.2799
1380,610.0,LOAD5,550.0,286.2242
1381,610.0,LOAD11,21.0,-1.4936
1382,610.0,LOAD9,18.0,-1.8868
1383,610.0,LOAD8,3295.0,396.1777
1384,610.0,LOAD15,316.0,135.0823
1385,610.0,LOAD20,81.0,-2.9105
1386,610.0,LOAD22,828.0,-50.3781
1387,610.0,LOAD7,23.0,-1.528
1388,610.0,LOAD14,15.0,-0.10308
1389,610.0,LOAD2,2346.0,-5.9292
1390,610.0,LOAD23,379.0,-23.0657
1391,610.0,LOAD6,24.0,-1.6361
1392,610.0,LOAD21,830.0,169.4392
1393,610.0,LOAD12,103.0,-4.4436
1394,610.0,LOAD18,8.0,-0.034361
1395,610.0,LOAD1,580.0,41.5716
1396,610.0,LOAD16,639.0,130.377
1397,610.0,LOAD10,1474.0,332.3546
1398,610.0,LOAD19,1522.0,603.9461
1399,610.0,LOAD13,18.0,-2.4224
1400,610.0,LOAD3,2336.0,-15.3074
1401,610.0,LOAD17,580.0,41.5716
1402,610.0,LOAD4,22.0,-2.2799
1403,620.0,LOAD20,175.0,-14.6212
1404,620.0,LOAD8,4543.0,31.6869
1405,620.0,LOAD5,723.0,517.2011
1406,620.0,LOAD17,440.0,41.5716
1407,620.0,LOAD13,18.0,-2.4224
1408,620.0,LOAD1,440.0,41.5716
1409,620.0,LOAD18,8.0,-0.034361
1410,620.0,LOAD6,24.0,-1.6361
1411,620.0,LOAD10,1310.0,351.9024
1412,620.0,LOAD7,23.0,-1.528
1413,620.0,LOAD12,189.0,-7.1773
1414,620.0,LOAD3,2262.0,-15.3074
1415,620.0,LOAD9,18.0,-1.8868
1416,620.0,LOAD15,66.0,-8.7264
1417,620.0,LOAD14,15.0,-0.10308
1418,620.0,LOAD11,21.0,-1.4936
1419,620.0,LOAD2,2382.0,-11.3966
1420,620.0,LOAD21,2903.0,1168.5995
1421,620.0,LOAD22,800.0,-55.8455
1422,620.0,LOAD23,499.0,-23.0657
1423,620.0,LOAD16,715.0,413.0107
1424,620.0,LOAD4,22.0,-2.2799
1425,620.0,LOAD19,724.0,239.4553
1426,630.0,LOAD12,189.0,-7.1773
1427,630.0,LOAD18,8.0,-0.034361
1428,630.0,LOAD11,181.0,200.9842
1429,630.0,LOAD2,2432.0,-11.3966
1430,630.0,LOAD15,16.0,-1.6018
1431,630.0,LOAD16,703.0,418.4781
1432,630.0,LOAD6,204.0,226.1515
1433,630.0,LOAD23,641.0,203.0121
1434,630.0,LOAD10,392.0,-2.5649
1435,630.0,LOAD4,22.0,-2.2799
1436,630.0,LOAD3,2132.0,-15.3074
1437,630.0,LOAD7,23.0,-1.528
1438,630.0,LOAD5,469.0,261.3701
1439,630.0,LOAD22,2722.0,-55.8455
1440,630.0,LOAD14,15.0,-0.10308
1441,630.0,LOAD20,415.0,225.8213
1442,630.0,LOAD19,567.0,264.7651
1443,630.0,LOAD17,555.0,269.3592
1444,630.0,LOAD13,18.0,-2.4224
1445,630.0,LOAD8,2455.0,31.6869
1446,630.0,LOAD1,555.0,269.3592
1447,630.0,LOAD9,18.0,-1.8868
1448,630.0,LOAD21,2563.0,991.4314
1449,640.0,LOAD9,18.0,-1.8868
1450,640.0,LOAD5,289.0,33.5825
1451,640.0,LOAD11,181.0,200.9842
1452,640.0,LOAD4,151.0,-2.2799
1453,640.0,LOAD3,3129.0,-12.5737
1454,640.0,LOAD22,780.0,-55.8455
1455,640.0,LOAD23,521.0,203.0121
1456,640.0,LOAD14,15.0,-0.10308
1457,640.0,LOAD8,2502.0,210.565
1458,640.0,LOAD15,16.0,-1.6018
1459,640.0,LOAD12,201.0,-12.6446
1460,640.0,LOAD13,18.0,-2.4224
1461,640.0,LOAD10,272.0,-2.5649
1462,640.0,LOAD20,545.0,440.954
1463,640.0,LOAD19,567.0,264.7651
1464,640.0,LOAD1,755.0,360.4819
1465,640.0,LOAD17,755.0,360.4819
1466,640.0,LOAD18,138.0,164.4789
1467,640.0,LOAD6,204.0,226.1515
1468,640.0,LOAD7,23.0,-1.528
1469,640.0,LOAD2,2394.0,120.6195
1470,640.0,LOAD21,223.0,-7.7289
1471,640.0,LOAD16,3007.0,242.1114
1472,650.0,LOAD2,340.0,123.3532
1473,650.0,LOAD8,2702.0,301.6877
1474,650.0,LOAD13,18.0,-2.4224
1475,650.0,LOAD14,135.0,151.7553
1476,650.0,LOAD15,16.0,-1.6018
1477,650.0,LOAD20,545.0,440.954
1478,650.0,LOAD21,333.0,-7.7289
1479,650.0,LOAD19,742.0,355.8878
1480,650.0,LOAD9,18.0,-1.8868
1481,650.0,LOAD22,438.0,15.1515
1482,650.0,LOAD5,129.0,-4.0111
1483,650.0,LOAD17,405.0,216.6732
1484,650.0,LOAD1,405.0,216.6732
1485,650.0,LOAD18,138.0,164.4789
1486,650.0,LOAD3,3190.0,213.816
1487,650.0,LOAD10,225.0,250.5325
1488,650.0,LOAD12,41.0,-12.6446
1489,650.0,LOAD23,321.0,214.4024
1490,650.0,LOAD11,341.0,403.4621
1491,650.0,LOAD6,24.0,-1.6361
1492,650.0,LOAD4,151.0,-2.2799
1493,650.0,LOAD16,325.0,-17.2548
1494,650.0,LOAD7,23.0,-1.528
1495,660.0,LOAD14,135.0,151.7553
1496,660.0,LOAD3,2730.0,213.816
1497,660.0,LOAD13,18.0,-2.4224
1498,660.0,LOAD1,443.0,211.2585
1499,660.0,LOAD15,196.0,226.1858
1500,660.0,LOAD22,391.0,18.3408
1501,660.0,LOAD21,319.0,-5.7341
1502,660.0,LOAD6,24.0,-1.6361
1503,660.0,LOAD16,236.0,-17.2548
1504,660.0,LOAD18,138.0,164.4789
1505,660.0,LOAD8,2702.0,301.6877
1506,660.0,LOAD4,157.0,-5.0136
1507,660.0,LOAD20,890.0,440.954
1508,660.0,LOAD10,225.0,250.5325
1509,660.0,LOAD12,29.0,-7.1773
1510,660.0,LOAD11,341.0,403.4621
1511,660.0,LOAD17,443.0,211.2585
1512,660.0,LOAD19,289.0,-10.3201
1513,660.0,LOAD23,116.0,-1.9949
1514,660.0,LOAD9,18.0,-1.8868
1515,660.0,LOAD5,175.0,-6.7447
1516,660.0,LOAD7,23.0,-1.528
1517,660.0,LOAD2,304.0,119.6484
1518,670.0,LOAD14,135.0,151.7553
1519,670.0,LOAD10,225.0,250.5325
1520,670.0,LOAD5,159.0,-17.6795
1521,670.0,LOAD2,2256.0,126.0868
1522,670.0,LOAD7,23.0,-1.528
1523,670.0,LOAD18,178.0,215.0984
1524,670.0,LOAD19,287.0,-10.3201
1525,670.0,LOAD6,24.0,-1.6361
1526,670.0,LOAD1,319.0,220.378
1527,670.0,LOAD17,319.0,220.378
1528,670.0,LOAD4,22.0,-2.2799
1529,670.0,LOAD13,18.0,-2.4224
1530,670.0,LOAD20,530.0,-14.6212
1531,670.0,LOAD16,274.0,-11.7874
1532,670.0,LOAD21,319.0,-5.7341
1533,670.0,LOAD22,543.0,18.3408
1534,670.0,LOAD12,449.0,257.0594
1535,670.0,LOAD23,116.0,-1.9949
1536,670.0,LOAD8,2281.0,-14.8719
1537,670.0,LOAD15,317.0,226.1858
1538,670.0,LOAD3,1647.0,-1.3168
1539,670.0,LOAD9,18.0,-1.8868
1540,670.0,LOAD11,341.0,403.4621
1541,680.0,LOAD7,23.0,-1.528
1542,680.0,LOAD3,1387.0,-1.3168
1543,680.0,LOAD17,234.0,-20.9464
1544,680.0,LOAD20,290.0,-14.6212
1545,680.0,LOAD22,471.0,23.8082
1546,680.0,LOAD5,159.0,-17.6795
1547,680.0,LOAD18,178.0,215.0984
1548,680.0,LOAD23,71.0,-13.3852
1549,680.0,LOAD1,234.0,-20.9464
1550,680.0,LOAD19,237.0,-3.1955
1551,680.0,LOAD4,22.0,-2.2799
1552,680.0,LOAD6,24.0,-1.6361
1553,680.0,LOAD9,18.0,-1.8868
1554,680.0,LOAD21,283.0,-0.60433
1555,680.0,LOAD10,375.0,440.3555
1556,680.0,LOAD12,2823.0,367.0014
1557,680.0,LOAD14,135.0,151.7553
1558,680.0,LOAD2,2122.0,126.0868
1559,680.0,LOAD8,233.0,-7.7472
1560,680.0,LOAD13,178.0,200.0555
1561,680.0,LOAD15,317.0,226.1858
1562,680.0,LOAD16,190.0,-25.9115
1563,680.0,LOAD11,21.0,-1.4936
1564,690.0,LOAD17,2082.0,-15.5317
1565,690.0,LOAD8,153.0,-7.7472
1566,690.0,LOAD22,583.0,23.8082
1567,690.0,LOAD6,24.0,-1.6361
1568,690.0,LOAD14,155.0,177.0651
1569,690.0,LOAD13,178.0,200.0555
1570,690.0,LOAD10,175.0,187.2582
1571,690.0,LOAD18,178.0,215.0984
1572,690.0,LOAD1,2082.0,-15.5317
1573,690.0,LOAD19,237.0,-3.1955
1574,690.0,LOAD23,246.0,239.7121
1575,690.0,LOAD4,22.0,-2.2799
1576,690.0,LOAD16,133.0,-17.7894
1577,690.0,LOAD15,412.0,212.6491
1578,690.0,LOAD2,2282.0,328.5647
1579,690.0,LOAD12,2763.0,367.0014
1580,690.0,LOAD21,15.0,-0.60433
1581,690.0,LOAD3,1027.0,-1.3168
1582,690.0,LOAD9,198.0,225.9009
1583,690.0,LOAD7,23.0,-1.528
1584,690.0,LOAD20,227.0,-5.6442
1585,690.0,LOAD11,21.0,-1.4936
1586,690.0,LOAD5,199.0,-17.6795
1587,700.0,LOAD4,22.0,-2.2799
1588,700.0,LOAD3,957.0,-1.3168
1589,700.0,LOAD17,2046.0,-1.9949
1590,700.0,LOAD8,101.0,-2.2799
1591,700.0,LOAD9,198.0,225.9009
1592,700.0,LOAD23,234.0,241.422
1593,700.0,LOAD2,2282.0,328.5647
1594,700.0,LOAD21,315.0,379.0417
1595,700.0,LOAD15,418.0,209.9154
1596,700.0,LOAD12,217.0,186.5976
1597,700.0,LOAD16,93.0,-17.7894
1598,700.0,LOAD11,21.0,-1.4936
1599,700.0,LOAD22,24.0,-1.528
1600,700.0,LOAD1,2046.0,-1.9949
1601,700.0,LOAD19,243.0,-0.46184
1602,700.0,LOAD7,23.0,-1.528
1603,700.0,LOAD14,155.0,177.0651
1604,700.0,LOAD13,178.0,200.0555
1605,700.0,LOAD5,172.0,-19.5319
1606,700.0,LOAD20,85.0,-0.17685
1607,700.0,LOAD10,25.0,-2.5649
1608,700.0,LOAD18,178.0,215.0984
1609,700.0,LOAD6,204.0,226.1515
1610,710.0,LOAD1,960.0,406.0623
1611,710.0,LOAD22,124.0,125.0207
1612,710.0,LOAD9,198.0,225.9009
1613,710.0,LOAD21,315.0,379.0417
1614,710.0,LOAD3,23.0,-4.0505
1615,710.0,LOAD16,164.0,-27.9064
1616,710.0,LOAD18,8.0,-0.034361
1617,710.0,LOAD12,217.0,186.5976
1618,710.0,LOAD5,379.0,233.5655
1619,710.0,LOAD7,23.0,-1.528
1620,710.0,LOAD19,451.0,202.016
1621,710.0,LOAD10,25.0,-2.5649
1622,710.0,LOAD2,2282.0,328.5647
1623,710.0,LOAD17,960.0,406.0623
1624,710.0,LOAD13,18.0,-2.4224
1625,710.0,LOAD4,22.0,-2.2799
1626,710.0,LOAD6,204.0,226.1515
1627,710.0,LOAD8,101.0,-2.2799
1628,710.0,LOAD23,9.0,-0.28498
1629,710.0,LOAD14,375.0,171.5977
1630,710.0,LOAD15,2168.0,-4.3355
1631,710.0,LOAD11,21.0,-1.4936
1632,710.0,LOAD20,85.0,-0.17685
1633,720.0,LOAD13,18.0,-2.4224
1634,720.0,LOAD2,2182.0,202.016
1635,720.0,LOAD12,97.0,34.7392
1636,720.0,LOAD14,375.0,171.5977
1637,720.0,LOAD5,529.0,271.159
1638,720.0,LOAD18,8.0,-0.034361
1639,720.0,LOAD6,24.0,-1.6361
1640,720.0,LOAD9,18.0,-1.8868
1641,720.0,LOAD3,29.0,-6.7842
1642,720.0,LOAD1,1080.0,406.0623
1643,720.0,LOAD7,23.0,-1.528
1644,720.0,LOAD20,85.0,-0.17685
1645,720.0,LOAD17,1080.0,406.0623
1646,720.0,LOAD21,315.0,379.0417
1647,720.0,LOAD23,9.0,-0.28498
1648,720.0,LOAD11,21.0,-1.4936
1649,720.0,LOAD8,101.0,-2.2799
1650,720.0,LOAD4,22.0,-2.2799
1651,720.0,LOAD19,391.0,202.016
1652,720.0,LOAD22,124.0,125.0207
1653,720.0,LOAD10,25.0,-2.5649
1654,720.0,LOAD15,1068.0,405.7167
1655,720.0,LOAD16,2748.0,163.6368
1656,730.0,LOAD14,247.0,-11.0378
1657,730.0,LOAD7,23.0,-1.528
1658,730.0,LOAD4,212.0,238.1626
1659,730.0,LOAD20,85.0,-0.17685
1660,730.0,LOAD21,15.0,-0.60433
1661,730.0,LOAD10,25.0,-2.5649
1662,730.0,LOAD6,24.0,-1.6361
1663,730.0,LOAD19,361.0,129.6294
1664,730.0,LOAD11,21.0,-1.4936
1665,730.0,LOAD2,2022.0,-0.46184
1666,730.0,LOAD12,2017.0,-1.7099
1667,730.0,LOAD22,124.0,125.0207
1668,730.0,LOAD23,9.0,-0.28498
1669,730.0,LOAD9,18.0,-1.8868
1670,730.0,LOAD17,280.0,41.5716
1671,730.0,LOAD13,18.0,-2.4224
1672,730.0,LOAD15,1068.0,405.7167
1673,730.0,LOAD8,21.0,-2.2799
1674,730.0,LOAD16,5124.0,163.6368
1675,730.0,LOAD1,280.0,41.5716
1676,730.0,LOAD3,199.0,208.3486
1677,730.0,LOAD18,8.0,-0.034361
1678,730.0,LOAD5,2340.0,18.0617
1679,740.0,LOAD6,24.0,-1.6361
1680,740.0,LOAD19,361.0,129.6294
1681,740.0,LOAD3,206.0,205.1593
1682,740.0,LOAD11,121.0,-1.4936
1683,740.0,LOAD4,212.0,238.1626
1684,740.0,LOAD2,2022.0,-0.46184
1685,740.0,LOAD8,245.0,-9.832
1686,740.0,LOAD5,2580.0,245.8493
1687,740.0,LOAD18,8.0,-0.034361
1688,740.0,LOAD17,2637.0,41.5716
1689,740.0,LOAD13,18.0,-2.4224
1690,740.0,LOAD9,18.0,-1.8868
1691,740.0,LOAD10,82.0,-2.5649
1692,740.0,LOAD23,9.0,-0.28498
1693,740.0,LOAD12,317.0,134.9741
1694,740.0,LOAD1,2637.0,41.5716
1695,740.0,LOAD16,268.0,188.6955
1696,740.0,LOAD20,85.0,-0.17685
1697,740.0,LOAD15,243.0,41.2259
1698,740.0,LOAD21,15.0,-0.60433
1699,740.0,LOAD14,235.0,-5.5704
1700,740.0,LOAD7,23.0,-1.528
1701,740.0,LOAD22,124.0,125.0207
1702,750.0,LOAD8,257.0,-15.2993
1703,750.0,LOAD11,2362.0,-1.4936
1704,750.0,LOAD4,212.0,238.1626
1705,750.0,LOAD2,2206.0,-0.46184
1706,750.0,LOAD3,168.0,-7.2398
1707,750.0,LOAD9,18.0,-1.8868
1708,750.0,LOAD23,9.0,-0.28498
1709,750.0,LOAD14,229.0,-2.8368
1710,750.0,LOAD6,24.0,-1.6361
1711,750.0,LOAD12,317.0,134.9741
1712,750.0,LOAD10,82.0,-2.5649
1713,750.0,LOAD15,164.0,41.2259
1714,750.0,LOAD22,124.0,125.0207
1715,750.0,LOAD21,15.0,-0.60433
1716,750.0,LOAD5,474.0,259.5177
1717,750.0,LOAD20,35.0,-0.17685
1718,750.0,LOAD19,321.0,129.6294
1719,750.0,LOAD1,2662.0,41.5716
1720,750.0,LOAD16,94.0,-11.7874
1721,750.0,LOAD17,2662.0,41.5716
1722,750.0,LOAD18,8.0,-0.034361
1723,750.0,LOAD7,23.0,-1.528
1724,750.0,LOAD13,18.0,-2.4224
1725,760.0,LOAD22,124.0,125.0207
1726,760.0,LOAD7,23.0,-1.528
1727,760.0,LOAD8,257.0,-15.2993
1728,760.0,LOAD10,82.0,-2.5649
1729,760.0,LOAD20,35.0,-0.17685
1730,760.0,LOAD12,347.0,294.4197
1731,760.0,LOAD17,526.0,125.5769
1732,760.0,LOAD4,417.0,224.6258
1733,760.0,LOAD15,240.0,-29.4141
1734,760.0,LOAD18,8.0,-0.034361
1735,760.0,LOAD13,18.0,-2.4224
1736,760.0,LOAD1,526.0,125.5769
1737,760.0,LOAD3,185.0,-1.3168
1738,760.0,LOAD11,28.0,-1.4936
1739,760.0,LOAD21,15.0,-0.60433
1740,760.0,LOAD16,194.0,-11.7874
1741,760.0,LOAD6,24.0,-1.6361
1742,760.0,LOAD9,43.0,-1.8868
1743,760.0,LOAD5,221.0,33.5825
1744,760.0,LOAD23,9.0,-0.28498
1745,760.0,LOAD14,235.0,-5.5704
1746,760.0,LOAD19,558.0,349.295
1747,760.0,LOAD2,1901.0,-0.46184
1748,770.0,LOAD13,18.0,-2.4224
1749,770.0,LOAD22,24.0,-1.528
1750,770.0,LOAD12,197.0,226.0777
1751,770.0,LOAD1,276.0,-18.2318
1752,770.0,LOAD8,420.0,-19.7429
1753,770.0,LOAD7,23.0,-1.528
1754,770.0,LOAD21,15.0,-0.60433
1755,770.0,LOAD15,198.0,-29.4141
1756,770.0,LOAD20,255.0,251.405
1757,770.0,LOAD9,43.0,-1.8868
1758,770.0,LOAD11,181.0,200.9842
1759,770.0,LOAD19,564.0,346.5613
1760,770.0,LOAD3,155.0,-1.3168
1761,770.0,LOAD4,2738.0,-21.284
1762,770.0,LOAD10,222.0,-2.5649
1763,770.0,LOAD17,276.0,-18.2318
1764,770.0,LOAD5,221.0,33.5825
1765,770.0,LOAD2,221.0,-0.46184
1766,770.0,LOAD6,24.0,-1.6361
1767,770.0,LOAD14,355.0,146.288
1768,770.0,LOAD16,218.0,-15.2073
1769,770.0,LOAD18,8.0,-0.034361
1770,770.0,LOAD23,189.0,227.5026
1771,780.0,LOAD13,178.0,200.0555
1772,780.0,LOAD8,544.0,-19.7429
1773,780.0,LOAD1,242.0,-20.9655
1774,780.0,LOAD18,8.0,-0.034361
1775,780.0,LOAD14,2503.0,146.288
1776,780.0,LOAD15,2162.0,-15.8773
1777,780.0,LOAD4,2275.0,-7.7472
1778,780.0,LOAD9,93.0,-1.8868
1779,780.0,LOAD16,2869.0,-41.6328
1780,780.0,LOAD20,2187.0,214.9559
1781,780.0,LOAD6,204.0,226.1515
1782,780.0,LOAD17,242.0,-20.9655
1783,780.0,LOAD21,15.0,-0.60433
1784,780.0,LOAD11,181.0,200.9842
1785,780.0,LOAD3,155.0,-1.3168
1786,780.0,LOAD19,564.0,346.5613
1787,780.0,LOAD23,189.0,227.5026
1788,780.0,LOAD12,197.0,226.0777
1789,780.0,LOAD2,235.0,-2.4567
1790,780.0,LOAD5,221.0,33.5825
1791,780.0,LOAD22,24.0,-1.528
1792,780.0,LOAD7,23.0,-1.528
1793,780.0,LOAD10,362.0,-2.5649
1794,790.0,LOAD23,401.0,478.8901
1795,790.0,LOAD20,2377.0,455.3984
1796,790.0,LOAD6,3719.0,769.2427
1797,790.0,LOAD15,1062.0,394.1748
1798,790.0,LOAD12,17.0,-1.7099
1799,790.0,LOAD7,23.0,-1.528
1800,790.0,LOAD9,3748.24,-28.3123
1801,790.0,LOAD14,2657.0,143.5543
1802,790.0,LOAD2,285.0,-2.4567
1803,790.0,LOAD5,221.0,33.5825
1804,790.0,LOAD4,1163.0,407.7722
1805,790.0,LOAD18,8.0,-0.034361
1806,790.0,LOAD11,181.0,200.9842
1807,790.0,LOAD17,412.0,213.9468
1808,790.0,LOAD16,4399.0,-1.6705
1809,790.0,LOAD21,15.0,-0.60433
1810,790.0,LOAD10,404.0,-8.5495
1811,790.0,LOAD19,384.0,118.7737
1812,790.0,LOAD1,412.0,213.9468
1813,790.0,LOAD3,195.0,-1.3168
1814,790.0,LOAD8,894.0,123.2542
1815,790.0,LOAD13,178.0,200.0555
1816,790.0,LOAD22,24.0,-1.528
1817,800.0,LOAD5,281.0,25.0329
1818,800.0,LOAD3,189.0,-1.3168
1819,800.0,LOAD7,23.0,-1.528
1820,800.0,LOAD17,419.0,210.7575
1821,800.0,LOAD12,17.0,-1.7099
1822,800.0,LOAD19,248.0,-8.5839
1823,800.0,LOAD16,923.0,408.3816
1824,800.0,LOAD4,1283.0,407.7722
1825,800.0,LOAD2,2344.0,124.0919
1826,800.0,LOAD23,221.0,251.1025
1827,800.0,LOAD10,507.0,-23.2262
1828,800.0,LOAD9,181.0,-28.3123
1829,800.0,LOAD11,181.0,200.9842
1830,800.0,LOAD22,24.0,-1.528
1831,800.0,LOAD18,8.0,-0.034361
1832,800.0,LOAD1,419.0,210.7575
1833,800.0,LOAD8,805.0,118.837
1834,800.0,LOAD14,356.0,143.5543
1835,800.0,LOAD6,3539.0,541.4551
1836,800.0,LOAD13,18.0,-2.4224
1837,800.0,LOAD15,1062.0,394.1748
1838,800.0,LOAD20,317.0,276.7147
1839,800.0,LOAD21,155.0,176.5638
1840,810.0,LOAD9,216.0,-28.3123
1841,810.0,LOAD20,317.0,276.7147
1842,810.0,LOAD17,439.0,210.7575
1843,810.0,LOAD1,439.0,210.7575
1844,810.0,LOAD6,142.0,-4.8254
1845,810.0,LOAD8,646.0,160.5601
1846,810.0,LOAD22,24.0,-1.528
1847,810.0,LOAD21,155.0,176.5638
1848,810.0,LOAD5,516.0,273.1431
1849,810.0,LOAD4,2944.0,43.2815
1850,810.0,LOAD3,359.0,213.816
1851,810.0,LOAD18,178.0,215.0984
1852,810.0,LOAD19,525.0,177.2224
1853,810.0,LOAD16,1014.0,398.2647
1854,810.0,LOAD15,262.0,29.684
1855,810.0,LOAD2,2344.0,124.0919
1856,810.0,LOAD11,21.0,-1.4936
1857,810.0,LOAD10,335.0,-23.2262
1858,810.0,LOAD12,17.0,-1.7099
1859,810.0,LOAD23,221.0,251.1025
1860,810.0,LOAD14,266.0,-21.9725
1861,810.0,LOAD13,18.0,-2.4224
1862,810.0,LOAD7,23.0,-1.528
1863,820.0,LOAD4,2944.0,43.2815
1864,820.0,LOAD19,485.0,177.2224
1865,820.0,LOAD14,260.0,-19.2388
1866,820.0,LOAD2,2344.0,124.0919
1867,820.0,LOAD16,374.0,236.2518
1868,820.0,LOAD1,326.0,207.5682
1869,820.0,LOAD23,21.0,-1.9949
1870,820.0,LOAD8,646.0,160.5601
1871,820.0,LOAD11,28.0,-1.4936
1872,820.0,LOAD18,178.0,215.0984
1873,820.0,LOAD15,262.0,29.684
1874,820.0,LOAD10,335.0,-23.2262
1875,820.0,LOAD9,426.0,235.9244
1876,820.0,LOAD20,317.0,276.7147
1877,820.0,LOAD22,24.0,-1.528
1878,820.0,LOAD13,18.0,-2.4224
1879,820.0,LOAD5,474.0,273.1431
1880,820.0,LOAD7,23.0,-1.528
1881,820.0,LOAD3,359.0,213.816
1882,820.0,LOAD6,1334.0,538.2658
1883,820.0,LOAD17,326.0,207.5682
1884,820.0,LOAD12,17.0,-1.7099
1885,820.0,LOAD21,15.0,-0.60433
1886,830.0,LOAD16,4632.5,203.7148
1887,830.0,LOAD19,405.0,11.1936
1888,830.0,LOAD10,635.0,216.72
1889,830.0,LOAD22,24.0,-1.528
1890,830.0,LOAD14,2458.0,-26.8173
1891,830.0,LOAD20,305.0,276.7147
1892,830.0,LOAD17,416.0,207.5682
1893,830.0,LOAD8,643.0,-10.4809
1894,830.0,LOAD2,2661.0,318.4478
1895,830.0,LOAD12,17.0,-1.7099
1896,830.0,LOAD7,23.0,-1.528
1897,830.0,LOAD9,2346.0,199.4753
